Film,Year,Script Type,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genre,Opening Weekend,Opening weekend ($million),Domestic Gross,Domestic gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Oscar Winners,Oscar Detail,Link,None,Distributor,IMDb Rating,IMDB vs RT disparity,Release Date (US),"financial source, if not The numbers"
Tyler Perry's Boo 2! A Madea Halloween,2017,sequel,6,17,12,42,21,21,32,-20,,comedy,21226953,21.23,47313711,47.31,1.01,1012798,48326509,48.33,2.10%,25,193.31%,84.91%,,,https://www.amazon.co.uk/Tyler-Perrys-Boo-Madea-Halloween/dp/B078RTJJ9J/ref=sr_1_fkmr0_1?s=instant-video&ie=UTF8&qid=1546978498&sr=8-1-fkmr0&keywords=tyler+perry27s+book+221+a+madea+halloween,,,,,"Oct 20, 2017",
Underworld: Blood Wars,2017,sequel,20,23,22,50,52,-2,51,-30,,"action, horror",13688751,13.69,30353973,30.35,50.74,50739340,81093313,81.09,62.57%,35,231.70%,39.11%,,,https://www.amazon.co.uk/Underworld-Blood-Wars-Kate-Beckinsale/dp/B01NH61OND/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546977646&sr=1-1&keywords=Underworld3A+Blood+Wars,,,,,"Jan 6, 2017",
Unforgettable ,2017,original screenplay,25,45,35,34,31,3,33,3,,thriller,4785431,4.79,11368012,11.37,6.40,6400000,17768012,17.77,36.02%,12,148.07%,39.88%,,,https://www.amazon.co.uk/Unforgettable-Katherine-Heigl/dp/B06ZYRHSNN/ref=sr_1_4?s=instant-video&ie=UTF8&qid=1546981637&sr=1-4&keywords=Unforgettable,,,,,"Apr 21, 2017",
Valerian and the City of a Thousand Planets,2017,adaptation,49,51,50,55,65,-10,60,-10,,sci-fi,17007624,17.01,40479370,40.48,184.68,184684740,225164110,225.16,82.02%,177.2,127.07%,9.60%,,,https://www.amazon.co.uk/Valerian-City-Thousand-Planets-DeHaan/dp/B0747NQKRJ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980052&sr=1-1&keywords=Valerian+and+the+City+of+a+Thousand+Planets,,,,,"Jul 21, 2017",
Victoria and Abdul,2017,based on a true story,65,57,61,71,54,17,63,-2,,drama,158845,0.16,22150990,22.15,41.51,41508267,63659257,63.66,65.20%,62.8,101.37%,0.25%,,,https://www.amazon.co.uk/Victoria-Abdul-Judi-Dench/dp/B075L417XB/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980911&sr=1-1&keywords=Victoria+and+Abdul,,,,,"Sep 22, 2017",
War for the Planet of the Apes,2017,sequel,93,82,88,84,81,3,83,5,,"sci-fi, action",56262929,56.26,146880162,146.88,343.78,343784076,490664238,490.66,70.07%,150,327.11%,37.51%,,,https://www.amazon.co.uk/War-Planet-Apes-Matt-Reeves/dp/B073XTBHJX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981573&sr=1-1&keywords=War+for+the+Planet+of+the+Apes,,,,,"Jul 14, 2017",
Wind River,2017,based on a true story,87,73,80,91,77,14,84,-4,,drama,161558,0.16,33800859,33.80,0.00,0,33800859,33.80,0.00%,11,307.28%,1.47%,,,https://www.amazon.co.uk/Wind-River-Jeremy-Renner/dp/B077PFKFVN/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980625&sr=1-1&keywords=Wind+River,,,,,"Aug 18, 2017",
Wish Upon,2017,original screenplay,17,32,25,32,40,-8,36,-12,,horror,5467084,5.47,14301505,14.30,0.00,0,14301505,14.30,0.00%,12,119.18%,45.56%,,,https://www.amazon.co.uk/Wish-Upon-Joey-King/dp/B077BJ5LHP/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978961&sr=1-1&keywords=Wish+Upon,,,,,"Jul 14, 2017",
Wonder,2017,adaptation,85,66,76,91,77,14,84,-9,,drama,27547866,27.55,103024892,103.02,29.34,29335820,132360712,132.36,22.16%,20,661.80%,137.74%,,,https://www.amazon.co.uk/Wonder-Jacob-Tremblay/dp/B077T9YBQ3/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980375&sr=1-1&keywords=Wonder,,,,,"Nov 17, 2017",
Wonder Woman,2017,adaptation,92,76,84,89,78,11,84,1,,"action, adventure",103251471,103.25,412563408,412.56,409.20,409200000,821763408,821.76,49.80%,149,551.52%,69.30%,,,https://www.amazon.co.uk/Wonder-Woman-Gal-Gadot/dp/B071P79C7X/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980954&sr=1-1&keywords=Wonder+Woman,,,,,"Jun 2, 2017",
xXx: The Return of Xander Cage,2017,sequel,45,42,44,38,48,-10,43,1,,"action, adventure",20130142,20.13,44898413,44.90,301.25,301249245,346147658,346.15,87.03%,85,407.23%,23.68%,,,https://www.amazon.co.uk/xXx-Return-Xander-Vin-Diesel/dp/B01N4N8Q65/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980971&sr=1-1&keywords=xXx3A+The+Return+of+Xander+Cage,,,,,"Jan 20, 2017",
Your Name.,2017,adaptation,97,79,88,94,90,4,92,-4,,animation,1813781,1.81,5017246,5.02,350.28,350281024,355298270,355.30,98.59%,-,-,-,,,https://www.amazon.co.uk/Your-English-Dubbed-Michael-Sinterniklaas/dp/B077XK82LD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980636&sr=1-1&keywords=Your+Name.,,,,,"Apr 7, 2017",
