Film,Year,Script Type,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genre,Opening Weekend,Opening weekend ($million),Domestic Gross,Domestic gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Oscar Winners,Oscar Detail,Link,None,Distributor,IMDb Rating,IMDB vs RT disparity,Release Date (US),"financial source, if not The numbers"
Leave No Trace,2018,adaptation,100,88,94,87,78,9,83,12,,drama,219140,0.2,5760845,6,0,0,5760845,58,0,-,-,-,,,https://www.amazon.com/Leave-No-Trace-Ben-Foster/dp/B07FCXVJJ7/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975172&sr=1-1&keywords=Leave+No+Trace,,,,,"Jun 29, 2018",
Life of the Party,2018,original screenplay,38,46,42,41,46,-5,44,-2,,comedy,17886075,17.9,52856061,53,13,12800000,65656061,657,19.50%,30,218.85%,59.62%,,,https://www.amazon.com/Life-Party-Melissa-McCarthy/dp/B07CX4ST91/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975618&sr=1-2&keywords=Life+of+the+Party,,,,,"May 11, 2018",
"Love, Simon",2018,adaptation,92,72,82,89,82,7,86,-4,,drama,11756244,11.8,40826341,41,25,25476084,66302425,663,38.42%,17,390.01%,69.15%,,,https://www.amazon.com/Love-Simon-Nick-Robinson/dp/B07B427P5V/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975610&sr=1-2&keywords=Love2C+Simon,,,,,"Mar 16, 2018",
Mamma Mia: Here We Go Again!,2018,sequel,80,60,70,74,68,6,71,-1,,musical,34952180,35.0,115620025,116,235,234951977,350572002,3506,67.02%,75,467.43%,46.60%,,,https://www.amazon.com/Mamma-Mia-Here-We-Again/dp/B07FMTQX4X/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975594&sr=1-1&keywords=Mamma+Mia3A+Here+We+Go+Again21,,,,,"Jul 20, 2018",
Mary Poppins Returns,2018,sequel,78,66,72,69,70,-1,70,3,,musical,23523121,23.5,138729305,139,119,119063315,257792620,2578,46.19%,130,198.30%,18.09%,,,https://www.amazon.com/Mary-Poppins-Returns-Emily-Blunt/dp/B07LCZC7SR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975556&sr=1-1&keywords=Mary+Poppins+Returns,,,,,"Dec 19, 2018",
Maze Runner: The Death Cure,2018,sequel,42,51,47,60,65,-5,63,-16,,"thriller, suspense",24167011,24.2,58032443,58,230,230229298,288261741,2883,79.87%,62,464.94%,38.98%,,,https://www.amazon.com/Maze-Runner-Death-Dylan-OBrien/dp/B07981P2YW/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975545&sr=1-2&keywords=Maze+Runner3A+The+Death+Cure,,,,,"Jan 26, 2018",
Midnight Sun,2018,remake,22,38,30,52,42,10,47,-17,,drama,4003993,4.0,9561064,10,18,17804403,27365467,274,65.06%,2.8,977.34%,143.00%,,,https://www.amazon.com/Midnight-Sun-Bella-Thorne/dp/B07C8ZWPCB/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975535&sr=1-2&keywords=Midnight+Sun,,,,,"Mar 23, 2018",
Mile 22,2018,original screenplay,20,39,30,47,53,-6,50,-21,,action,13710825,13.7,26083893,26,7,7224759,33308652,333,21.69%,50,66.62%,27.42%,,,https://www.amazon.com/Mile-22-Mark-Wahlberg/dp/B07GDVFCFC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975526&sr=1-1&keywords=Mile+22,,,,,"Aug 17, 2018",
Mission: Impossible - Fallout,2018,sequel,97,86,92,90,84,6,87,5,,action,61236534,61.2,194713111,195,346,345966570,540679681,5407,63.99%,178,303.75%,34.40%,,,https://www.amazon.com/Mission-Impossible-Fallout-Tom-Cruise/dp/B07FSZ9TP7/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975515&sr=1-1&keywords=Mission3A+Impossible+-+Fallout,,,,,"Jul 27, 2018",
Molly's Game,2018,adaptation,82,71,77,84,74,10,79,-3,,drama,6856578,6.9,28780744,29,31,30503271,59284015,593,51.45%,30,197.61%,22.86%,,,https://www.amazon.com/Mollys-Game-Jessica-Chastain/dp/B07B4NGGV8/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975496&sr=1-2&keywords=Molly27s+Game,,,,,"Jan 5, 2018",
Mortal Engines,2018,adaptation,27,44,36,59,65,-6,62,-27,,"action, adventure",7559850,7.6,15547230,16,54,53700000,69247230,692,77.55%,100,69.25%,7.56%,,,https://www.amazon.com/Mortal-Engines-Hugo-Weaving/dp/B07L8JW6V1/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975483&sr=1-1&keywords=Mortal+Engines,,,,,"Dec 14, 2018",
Night School,2018,original screenplay,28,43,36,43,54,-11,49,-13,,comedy,27257615,27.3,77339130,77,26,25531416,102870546,1029,24.82%,29,354.73%,93.99%,,,https://www.amazon.com/Night-School-Kevin-Hart/dp/B07HMMT891/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975472&sr=1-1&keywords=Night+School,,,,,"Sep 28, 2018",
Nobody's Fool,2018,original screenplay,24,39,32,38,31,7,35,-3,,comedy,13743111,13.7,31713110,32,2,1819483,33532593,335,5.43%,19,176.49%,72.33%,,,https://www.amazon.com/Nobodys-Fool-Tiffany-Haddish/dp/B07JZ766RK/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975455&sr=1-1&keywords=Nobody27s+Fool,,,,,"Nov 2, 2018",
Ocean’s 8,2018,semi-sequel,68,61,65,46,52,-6,49,16,,action,41607378,41.6,139022754,139,153,152718455,291741209,2917,52.35%,70,416.77%,59.44%,,,https://www.amazon.com/Oceans-8-Sandra-Bullock/dp/B07FK84VVR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975446&sr=1-1&keywords=OceanE28099s+8,,,,,"Jun 8, 2018",
Operation Finale,2018,based on a true story,60,58,59,66,69,-3,68,-9,,thriller,6022758,6.0,17612099,18,0,0,17612099,176,0.00%,24,73.38%,25.09%,,,https://www.amazon.com/Operation-Finale-Oscar-Isaac/dp/B07GVR91M9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975432&sr=1-1&keywords=Operation+Finale,,,,,"Aug 29, 2018",
Operation Red Sea,2018,based on a true story,86,-,-,70,-,-,-,-,,action,436059,0.4,1543547,2,578,577677013,579220560,5792,99.73%,70,827.46%,0.62%,,,https://www.amazon.com/Operation-Red-Sea-Yi-Zhang/dp/B07G2TRS6N/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975422&sr=1-1&keywords=Operation+Red+Sea,,,,,"Feb 23, 2018",
Overboard,2018,remake,86,42,64,70,44,26,57,7,,"romance, comedy",14711101,14.7,50316123,50,41,40928790,91244913,912,44.86%,12,760.37%,122.59%,,,https://www.amazon.com/Overboard-Eugenio-Derbez/dp/B07DQTL51Y/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975414&sr=1-2&keywords=Overboard,,,,,"May 4, 2018",
Overlord,2018,original screenplay,81,60,71,72,72,0,72,-2,,horror,10202108,10.2,21704844,22,20,19501211,41206055,412,47.33%,38,108.44%,26.85%,,,https://www.amazon.com/Overlord-Jovan-Adepo/dp/B07JZBDZRH/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975406&sr=1-1&keywords=Overlord,,,,,"Nov 9, 2018",
Pacific Rim: Uprising,2018,sequel,43,44,44,42,50,-8,46,-3,,action,28116535,28.1,59185715,59,231,231276977,290462692,2905,79.62%,150,193.64%,18.74%,,,https://www.amazon.com/Pacific-Rim-Uprising-John-Boyega/dp/B07BKRHVYK/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975396&sr=1-2&keywords=Pacific+Rim3A+Uprising,,,,,"Mar 23, 2018",
Paddington 2,2018,sequel,100,88,94,88,82,6,85,9,,adventure,11001961,11.0,40442052,40,186,186435244,226877296,2269,82.17%,40,567.19%,27.50%,,,https://www.amazon.com/Paddington-2-Ben-Wishaw/dp/B078SMC5PQ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975385&sr=1-2&keywords=Paddington+2,,,,,"January 12, 2018",
Papillon,2018,"based on a true story, remake",54,52,53,78,47,31,63,-10,,drama,1090073,1.1,1090073,1,2,2478500,3568573,36,69.45%,90,3.97%,1.21%,,,https://www.amazon.com/Papillon-Charlie-Hunnam/dp/B07JNGC5YM/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975376&sr=1-1&keywords=Papillon,,,,,"August 24, 2018",
"Paul, Apostle of Christ",2018,original screenplay,47,52,50,81,75,6,78,-29,,drama,5172585,5.2,17547999,18,5,5008871,22556870,226,22.21%,5,451.14%,103.45%,,,https://www.amazon.com/Paul-Apostle-Christ-Jim-Caviezel/dp/B07C45SV37/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975366&sr=1-2&keywords=Paul2C+Apostle+of+Christ,,,,,"March 23, 2018",
Peppermint,2018,original screenplay,12,29,21,74,63,11,69,-48,,"action, thriller",13423255,13.4,35418723,35,16,16400000,51818723,518,31.65%,25,207.27%,53.69%,,,https://www.amazon.com/Peppermint-Jennifer-Garner/dp/B07H9L1Q44/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975357&sr=1-1&keywords=Peppermint,,,,,"September 7, 2018",
Peter Rabbit,2018,adaptation,64,51,58,58,65,-7,62,-4,,adventure,25010928,25.0,115234093,115,236,235984098,351218191,3512,67.19%,50,702.44%,50.02%,,,https://www.amazon.com/Peter-Rabbit-Margot-Robbie/dp/B079811DT2/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975333&sr=1-2&keywords=Peter+Rabbit,,,,,"February 9, 2018",
Proud Mary,2018,original screenplay,28,35,32,48,43,5,46,-14,,action,9959053,10.0,20868638,21,1,884727,21753365,218,4.07%,14,155.38%,71.14%,,,https://www.amazon.com/Proud-Mary-Taraji-P-Henson/dp/B078WLRY6L/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975313&sr=1-2&keywords=Proud+Mary,,,,,"January 12, 2018",
Puzzle,2018,remake,82,66,74,80,87,-7,84,-10,,drama,61214,0.1,1190554,1,0,0,1190554,12,0,-,-,-,,,https://www.amazon.com/Puzzle-Kelly-Macdonald/dp/B07KCMXR4R/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975303&sr=1-1&keywords=Puzzle,,,,,"July 27, 2018",
Raid,2018,based on a true story,71,48,60,65,64,1,65,-5,,drama,423817,0.4,1010385,1,0,0,1010385,10,0.00%,4.2,24.06%,10.09%,,,-,,,,,"March 16, 2018",
Ralph Breaks the Internet,2018,sequel,88,71,80,67,68,-1,68,12,,animation,56237634,56.2,187164171,187,218,217884434,405048605,4050,53.79%,175,231.46%,32.14%,,,https://www.amazon.com/Ralph-Breaks-Internet-John-Reilly/dp/B07KPR7C1F/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975245&sr=1-1&keywords=Ralph+Breaks+the+Internet,,,,,"November 21, 2018",
Rampage,2018,adaptation,53,45,49,77,60,17,69,-20,,action,35753093,35.8,99345950,99,327,326900000,426245950,4262,76.69%,120,355.20%,29.79%,,,https://www.amazon.com/Rampage-Dwayne-Johnson/dp/B07CCGD3MX/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975235&sr=1-2&keywords=Rampage,,,,,"April 13, 2018",
Ready Player One,2018,adaptation,72,64,68,78,74,4,76,-8,,adventure,41764050,41.8,137018455,137,445,445000000,582018455,5820,76.46%,175,332.58%,23.87%,,,https://www.amazon.com/Ready-Player-One-Tye-Sheridan/dp/B07BDRR6S1/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975225&sr=1-2&keywords=Ready+Player+One,,,,,"March 29, 2018",
Red Sparrow,2018,adaptation,47,53,50,50,53,-3,52,-2,,"thriller, suspense",16853422,16.9,46874505,47,105,104698129,151572634,1516,69.07%,69,219.67%,24.43%,,,https://www.amazon.com/Red-Sparrow-Jennifer-Lawrence/dp/B07B3HN24T/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974632&sr=1-2&keywords=Red+Sparrow,,,,,"March 2, 2018",
Robin Hood,2018,adaptation,16,32,24,45,35,10,40,-16,,"action, adventure",9195670,9.2,30798508,31,43,42740595,73539103,735,58.12%,100,73.54%,9.20%,,,-,,,,,"November 21, 2018",
Samson,2018,original screenplay,25,17,21,54,28,26,41,-20,,drama,1942569,1.9,4719928,5,0,0,4719928,47,0,-,-,-,,,https://www.amazon.com/Samson-Jackson-Rathbone/dp/B079XVWQDN/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974723&sr=1-2&keywords=Samson,,,,,"February 16, 2018",
Searching,2018,original screenplay,92,71,82,88,79,9,84,-2,,thriller,6066463,6.1,26020957,26,49,49362784,75383741,754,65.48%,1,-,-,,,https://www.amazon.com/Searching-John-Cho/dp/B07GVTBL57/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974732&sr=1-1&keywords=Searching,,,,,"August 24, 2018",
Second Act,2018,original screenplay,38,47,43,55,46,9,51,-8,,"romance, comedy",6489983,6.5,32947075,33,7,6600000,39547075,395,16.69%,16,247.17%,40.56%,,,https://www.amazon.com/Second-Act-Jennifer-Lopez/dp/B07M79JCN1/ref=sr_1_3?s=instant-video&ie=UTF8&qid=1546974742&sr=1-3&keywords=Second+Act,,,,,"December 21, 2018",
Sgt. Stubby: An American Hero,2018,based on a true story,84,57,71,97,79,18,88,-18,,adventure,1164403,1.2,3054285,3,0,0,3054285,31,0,25,12.22%,4.66%,,,https://www.amazon.com/Sgt-Stubby-American-Logan-Lerman/dp/B07K7LC2RH/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974756&sr=1-1&keywords=Sgt.+Stubby3A+An+American+Hero,,,,,"April 13, 2018",
Sherlock Gnomes,2018,sequel,27,36,32,35,42,-7,39,-7,,adventure,10604774,10.6,43242871,43,46,45729035,88971906,890,51.40%,59,150.80%,17.97%,,,https://www.amazon.com/Sherlock-Gnomes-Kelly-Asbury/dp/B07BKNH6PF/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974767&sr=1-2&keywords=Sherlock+Gnomes,,,,,"March 23, 2018",
Show Dogs,2018,original screenplay,17,31,24,25,13,12,19,5,,comedy,6023972,6.0,17744685,18,21,20788427,38533112,385,53.95%,5.5,700.60%,109.53%,,,https://www.amazon.com/Show-Dogs-Will-Arnett/dp/B07CZSN6ZY/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974776&sr=1-2&keywords=Show+Dogs,,,,,"May 18, 2018",
Sicario: Day of the Soldado,2018,sequel,63,61,62,67,70,-3,69,-7,,action,19007566,19.0,49931757,50,23,23190049,73121806,731,31.71%,35,208.92%,54.31%,,,https://www.amazon.com/Sicario-Day-Soldado-Josh-Brolin/dp/B07F6QN8BR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974790&sr=1-1&keywords=Sicario3A+Day+of+the+Soldado,,,,,"June 29, 2018",
Skyscraper,2018,original screenplay,47,51,49,75,53,22,64,-15,,action,24905015,24.9,67145290,67,226,225917930,293063220,2931,77.09%,125,234.45%,19.92%,,,https://www.amazon.com/Skyscraper-Dwayne-Rock-Johnson/dp/B07FD5T12N/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974801&sr=1-1&keywords=Skyscraper,,,,,"July 13, 2018",
Slender Man,2018,original screenplay,7,29,18,22,24,-2,23,-5,,horror,11371866,11.4,25655606,26,8,8404628,34060234,341,24.68%,10,340.60%,113.72%,,,https://www.amazon.com/Slender-Man-Joey-King/dp/B07GRW3MBK/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974813&sr=1-1&keywords=Slender+Man,,,,,"August 10, 2018",
Smallfoot,2018,adaptation,75,60,68,65,68,-3,67,1,,animation,23045635,23.0,83063023,83,131,130900000,213963023,2140,61.18%,80,-,-,,,https://www.amazon.com/Smallfoot-Channing-Tatum/dp/B07L1CNJBD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974832&sr=1-1&keywords=Smallfoot,,,,,"September 28, 2018",
Solo: A Star Wars Story,2018,prequel,71,62,67,64,62,2,63,4,,adventure,84420489,84.4,213601143,214,179,179038934,392640077,3926,45.60%,275,142.78%,30.70%,,,https://www.amazon.com/Solo-Star-Story-Bonus-Content/dp/B07D8J737S/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974841&sr=1-2&keywords=Solo3A+A+Star+Wars+Story,,,,,"May 25, 2018",
Sorry to Bother You,2018,original screenplay,94,81,88,63,70,-7,67,21,,comedy,727266,0.7,16623284,17,0,0,16623284,166,0,3.2,519.48%,22.73%,,,https://www.amazon.com/Sorry-Bother-You-Boots-Riley/dp/B07FN8STFS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974855&sr=1-1&keywords=Sorry+to+Bother+You,,,,,"July 6, 2018",
Spider-man: Into the Spider-verse,2018,adaptation,97,87,92,94,88,6,91,1,,animation,35363376,35.4,133861346,134,142,141500000,275361346,2754,51.39%,90,305.96%,39.29%,,,https://www.amazon.com/Spider-Man-Into-Spider-Verse-Liev-Schreiber/dp/B07L9YXWSW/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974868&sr=1-1&keywords=Spider-man3A+Into+the+Spider-verse,,,,,"December 14, 2018",
Super Troopers 2,2018,sequel,32,41,37,69,69,0,69,-33,,comedy,15181624,15.2,30617396,31,0,0,30617396,306,0,13.5,226.80%,112.46%,,,https://www.amazon.com/Super-Troopers-2-Jay-Chandrasekhar/dp/B07C66RL88/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974880&sr=1-2&keywords=Super+Troopers+2,,,,,"April 20, 2018",
Superfly,2018,remake,52,52,52,48,58,-10,53,-1,,action,6870740,6.9,20537137,21,0,140660,20677797,207,0.68%,16,129.24%,42.94%,,,https://www.amazon.com/Superfly-Jennifer-Morrison/dp/B07F1DQ9Q1/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974891&sr=1-2&keywords=Superfly,,,,,"June 13, 2018",
Tag,2018,based on a true story,54,56,55,57,64,-7,61,-6,,comedy,14947396,14.9,54435838,54,23,22806417,77242255,772,29.53%,28,275.87%,53.38%,,,https://www.amazon.com/Tag-Ed-Helms/dp/B07G7Y9MHB/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974911&sr=1-2&keywords=Tag,,,,,"June 15, 2018",
Teen Titans Go! To The Movies,2018,adaptation,90,69,80,72,64,8,68,12,,adventure,10411189,10.4,28235020,28,9,9369213,37604233,376,24.92%,10,376.04%,104.11%,,,https://www.amazon.com/Teen-Titans-Movies-Greg-Cipes/dp/B07JBKDS5Q/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974922&sr=1-1&keywords=Teen+Titans+Go21+To+The+Movies,,,,,"July 27, 2018",
The 15:17 to Paris,2018,based on a true story,24,45,35,39,48,-9,44,-9,,drama,12554286,12.6,36250957,36,21,20600000,56850957,569,36.24%,30,189.50%,41.85%,,,https://www.amazon.com/15-17-Paris-Anthony-Sadler/dp/B079HHC6Y3/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974931&sr=1-2&keywords=The+153A17+to+Paris,,,,,"February 9, 2018",
The Commuter,2018,original screenplay,56,56,56,41,63,-22,52,4,,action,13701452,13.7,36343858,36,84,83584042,119927900,1199,69.70%,40,299.82%,34.25%,,,https://www.amazon.com/Commuter-Liam-Neeson/dp/B079Y45XDL/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974947&sr=1-2&keywords=The+Commuter,,,,,"January 12, 2018",
The Darkest Minds,2018,adaptation,17,39,28,76,55,21,66,-38,,"thriller, suspense",5842609,5.8,12481384,12,24,23859536,36340920,363,65.65%,34,106.89%,17.18%,,,https://www.amazon.com/Darkest-Minds-Amandla-Stenberg/dp/B07G2T5SHR/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974961&sr=1-1&keywords=The+Darkest+Minds,,,,,"August 3, 2018",
The Death of Stalin,2018,original screenplay,96,88,92,77,74,3,76,17,,"drama, comedy",184805,0.2,8041828,8,17,16598199,24640027,246,67.36%,-,-,-,,,https://www.amazon.com/Death-Stalin-Steve-Buscemi/dp/B07B8NGLWD/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974973&sr=1-2&keywords=The+Death+of+Stalin,,,,,"March 9, 2018",
The Equalizer 2,2018,sequel,51,50,51,71,69,2,70,-20,,action,36011640,36.0,98296664,98,48,47952734,146249398,1462,32.79%,62,235.89%,58.08%,,,https://www.amazon.com/Equalizer-2-Denzel-Washington/dp/B07FK7XVRX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974985&sr=1-1&keywords=The+Equalizer+2,,,,,"July 20, 2018",
The Favourite,2018,original screenplay,94,90,92,60,77,-17,69,24,,drama,2085123,2.1,19369336,19,7,7452427,26821763,268,27.79%,15,-,-,,,https://www.amazon.com/Favourite-Olivia-Colman/dp/B07L9H1WG5/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974218&sr=1-1&keywords=The+Favourite,,,,,"November 23, 2018",
The First Purge,2018,prequel,55,54,55,33,47,-14,40,15,,horror,17374280,17.4,68905655,69,64,64109410,133015065,1330,48.20%,13,1023.19%,133.65%,,,https://www.amazon.com/First-Purge-Ylan-Noel/dp/B07F46JNQX/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974204&sr=1-1&keywords=The+First+Purge,,,,,"July 4, 2018",
The Girl in the Spider's Web,2018,sequel,41,43,42,42,51,-9,47,-5,,"crime, thriller",7810112,7.8,14841338,15,19,19260853,34102191,341,56.48%,43,79.31%,18.16%,,,https://www.amazon.com/Girl-Spiders-Web-Claire-Foy/dp/B07KCM6RRT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974162&sr=1-1&keywords=The+Girl+in+the+Spider27s+Web,,,,,"November 9, 2018",
The Happytime Murders,2018,original screenplay,21,27,24,51,47,4,49,-25,,black comedy,9532425,9.5,11389229,11,0,0,11389229,114,0,40,28.47%,23.83%,,,https://www.amazon.com/Happytime-Murders-Melissa-McCarthy/dp/B07GNY94WM/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974144&sr=1-1&keywords=The+Happytime+Murders,,,,,"August 24, 2018",
The Hate U Give,2018,adaptation,97,82,90,78,66,12,72,18,,"crime, drama",7602108,7.6,29683391,30,3,2517368,32200759,322,7.82%,23,140.00%,33.05%,,,https://www.amazon.com/Hate-Give-George-Tillman-Jr/dp/B07J1V4D3W/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974128&sr=1-1&keywords=The+Hate+U+Give,,,,,"October 5, 2018",
The House with a Clock in its Walls,2018,adaptation,67,57,62,46,60,-14,53,9,,fantasy,26608020,26.6,68549695,69,63,62907452,131457147,1315,47.85%,42,312.99%,63.35%,,,https://www.amazon.com/House-Clock-Its-Walls/dp/B07HCVJQR8/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974118&sr=1-1&keywords=The+House+with+a+Clock+in+its+Walls,,,,,"September 21, 2018",
The Hurricane Heist,2018,original screenplay,44,35,40,25,43,-18,34,6,,"thriller, suspense",3024399,3.0,6115824,6,0,0,6115824,61,0,35,17.47%,8.64%,,,https://www.amazon.com/Hurricane-Heist-Toby-Kebbell/dp/B07BT23KMY/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974109&sr=1-2&keywords=The+Hurricane+Heist,,,,,"March 9, 2018",
The Leisure Seeker,2018,adaptation,36,45,41,58,78,-20,68,-28,,drama,-,-,3224126,3,-,2317,3226443,32,0.07%,-,-,-,,,https://www.amazon.com/Leisure-Seeker-Helen-Mirren/dp/B07FBB73L2/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546974021&sr=1-2&keywords=The+Leisure+Seeker,,,,,"March 9, 2018",
The Meg,2018,adaptation,47,46,47,54,56,-2,55,-9,,action,45402195,45.4,106297689,106,308,308135382,414433071,4144,74.35%,130,318.79%,34.92%,,,https://www.amazon.com/Meg-Jason-Statham/dp/B07JJ16QBT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973972&sr=1-1&keywords=The+Meg,,,,,"August 10, 2018",
The Miracle Season,2018,based on a true story,49,44,47,87,82,5,85,-38,,drama,3950652,4.0,10230620,10,0,0,10230620,102,0,-,-,-,,,https://www.amazon.com/Miracle-Season-Helen-Hunt/dp/B07BZ9GZ6D/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973961&sr=1-2&keywords=the+miracle+season,,,,,"April 6, 2018",
The Mule,2018,based on a true story,66,58,62,66,70,-4,68,-6,,"crime, drama",17509431,17.5,81108110,81,0,0,81108110,811,0.00%,50,162.22%,35.02%,,,-,,,,,"December 14, 2018",
The Nun,2018,sequel,26,46,36,38,56,-18,47,-11,,horror,53807379,53.8,117450119,117,248,248100000,365550119,3656,67.87%,22,1661.59%,244.58%,,,https://www.amazon.com/Nun-DemiC3A1n-Bichir/dp/B07KMJQ3ZH/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973878&sr=1-1&keywords=The+Nun,,,,,"September 7, 2018",
The Nutcracker and the Four Realms,2018,adaptation,34,39,37,36,47,-11,42,-5,,adventure,20352491,20.4,54743921,55,118,117915111,172659032,1727,68.29%,120,143.88%,16.96%,,,https://www.amazon.com/Nutcracker-Four-Realms-Keira-Knightley/dp/B07K3SCL6Z/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973842&sr=1-1&keywords=The+Nutcracker+and+the+Four+Realms,,,,,"November 2, 2018",
The Post,2018,based on a true story,87,83,85,72,69,3,71,15,,drama,19361968,19.4,81903458,,96,95766894,177670352,1777,53.90%,50,355.34%,38.72%,,,https://www.amazon.com/Post-Meryl-Streep/dp/B078XMV6WJ/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973832&sr=1-2&keywords=The+Post,,,,,"January 12, 2018",
The Predator,2018,sequel,32,48,40,38,44,-6,41,-1,,"sci-fi, action",24632284,24.6,51024708,51,110,109517426,160542134,1605,68.22%,88,182.43%,27.99%,,,https://www.amazon.com/Predator-Boyd-Holbrook/dp/B07H7WXH79/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973805&sr=1-1&keywords=The+Predator,,,,,"September 14, 2018",
The Rider,2018,original screenplay,96,92,94,83,81,2,82,12,,drama,42244,0.0,2381014,2,0,0,2381014,24,0,-,-,-,,,https://www.amazon.com/Rider-Brady-Jandreau/dp/B07D6YNG95/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546973793&sr=1-2&keywords=The+Rider,,,,,"April 13, 2018",
The Seagull,2018,adaptation,68,59,64,62,67,-5,65,-1,,drama,79016,0.1,1252960,1,0,0,1252960,13,0,-,-,-,,,https://www.amazon.com/Seagull-Saoirse-Ronan/dp/B07HKVGWNZ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973785&sr=1-1&keywords=The+Seagull,,,,,"May 11, 2018",
The Spy Who Dumped Me,2018,original screenplay,50,52,51,71,56,15,64,-13,,comedy,12103043,12.1,32392119,32,20,20140198,52532317,525,38.34%,40,131.33%,30.26%,,,https://www.amazon.com/Spy-Who-Dumped-Me/dp/B07G4JJ8KD/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546973775&sr=1-1&keywords=The+Spy+Who+Dumped+Me,,,,,"August 3, 2018",
