Film,Year,Script Type,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genre,Opening Weekend,Opening weekend ($million),Domestic Gross,Domestic gross ($million),Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Oscar Winners,Oscar Detail,Link,None,Distributor,IMDb Rating,IMDB vs RT disparity,Release Date (US),"financial source, if not The numbers"
Arbitrage,2012,original screenplay,87,73,80,63,70,-7,67,14,,thriller,2002165,2.00,7919574,7.92,27.57,27565482,35485056,35,77.68%,12,295.71%,16.68%,,,http://www.amazon.com/gp/product/B00ARANA00/?tag=titb-20,1,,,,"Sep 14, 2012",
Chronicle (2012),2012,original screenplay,85,69,77,71,73,-2,72,5,,"sci-fi, thriller",22004098,22.00,64575175,64.58,62.06,62060922,126636097,127,49.01%,12,1055.30%,183.37%,,,http://www.amazon.com/gp/product/B0083GPDBO/?tag=titb-20,1,,,,"Feb 3, 2012",
The Best Exotic Marigold Hotel,2012,adaptation,78,62,70,79,77,2,78,-8,,comedy,737051,0.74,46412041,46.41,90.42,90424115,136836156,137,66.08%,10,1368.36%,7.37%,,,http://www.amazon.com/gp/product/B009CPES4I/?tag=titb-20,1,,,,"May 4, 2012",
House at the End of The Street,2012,original screenplay,10,31,21,42,52,-10,47,-27,,"horror, mystery, thriller",12287234,12.29,31611916,31.61,7.85,7850222,39462138,39,19.89%,10,394.62%,122.87%,,,http://www.amazon.com/gp/product/B00AYB20KI/?tag=titb-20,1,,,,"Sep 21, 2012",
The Campaign,2012,original screenplay,65,50,58,51,60,-9,56,2,,comedy,26588460,26.59,86907746,86.91,18.00,18000000,104907746,105,17.16%,10,1049.08%,265.88%,,,http://www.amazon.com/gp/product/B009M8W8CY/?tag=titb-20,1,,,,"Aug 10, 2012",
Magic Mike,2012,based on a true story ,80,72,76,61,59,2,60,16,,comedy,39127170,39.13,113721571,113.72,53.50,53500000,167221571,167,31.99%,7,2388.88%,558.96%,,,http://www.amazon.com/gp/product/B009VB97EY/?tag=titb-20,1,,,,"Jun 29, 2012",
End of Watch,2012,original screenplay,85,68,77,86,77,9,82,-5,,"crime, thriller",13152683,13.15,41003371,41.00,7.12,7123013,48126384,48,14.80%,7,687.52%,187.90%,,,http://www.amazon.com/gp/product/B00B4GNZHE/?tag=titb-20,1,,,,"Sep 21, 2012",
Paranormal Activity 4,2012,sequel,24,40,32,36,45,-9,41,-9,,horror,29003866,29.00,53921300,53.92,88.92,88917657,142838957,143,62.25%,5,2856.78%,580.08%,,,http://www.amazon.com/gp/product/B00B7G3Y4U/?tag=titb-20,1,,,,"Oct 19, 2012",
Sinister,2012,original screenplay,63,53,58,61,71,-10,66,-8,,"horror, mystery, thriller",18007634,18.01,48086903,48.09,29.63,29625536,77712439,78,38.12%,3,2590.41%,600.25%,,,http://www.amazon.com/gp/product/B019J76QLQ/?tag=titb-20,1,,,,"Oct 12, 2012",
Beasts of the Southern Wild,2012,adaptation,86,86,86,76,74,2,75,11,,fantasy,169702,0.17,12795746,12.80,9.00,9000000,12795755,13,70.34%,2,639.79%,8.49%,,,http://www.amazon.com/gp/product/B00ABD0M54/?tag=titb-20,1,,,,"Jul 27, 2012",
Chernobyl Diaries,2012,original screenplay,19,32,26,29,47,-18,38,-13,,"horror, thriller",7955307,7.96,18119640,18.12,19.04,"19,038,008",37157648,37,51.24%,1,3715.76%,795.53%,,,http://www.amazon.com/gp/product/B009KS5SJ6/?tag=titb-20,1,,,,"May 25, 2012",
The Devil Inside,2012,original screenplay,6,18,12,22,26,-4,24,-12,,horror,33732515,33.73,53261944,53.26,48.50,48496546,101758490,102,47.66%,1,10175.85%,3373.25%,,,http://www.amazon.com/gp/product/B0083GR15K/?tag=titb-20,1,,,,"Jan 6, 2012",
